"organization_id","name"
"28804","Community Financial Services Association of America"
"28805","American Academy of Pain Management"
"28806","American Academy of Physical Medicine & Rehabilitation"
"28807","American Headache Society"
"28808","American Society for Pain Management Nursing"
"28809","American Stroke Foundation"
"28810","American Syringomyelia Alliance Project"
"28812","Center for Practical Bioethics"
"28813","Cephalon, Inc."
"28814","Children's Hospice & Palliative Care Coalition"
"28815","Citizen Advocacy Center"
"28816","Endo Pharmaceuticals Inc."
"28817","Gerontological Advanced Practice Nurses Association"
"28818","Hospice and Palliative Nurses Association"
"28819","Intercultural Cancer Council Caucus"
"28820","King Pharmaceuticals, Inc."
"28822","National CFS & Fibromyalgia Association"
"28823","National Vulvodynia Association"
"28824","Purdue Pharma L.P."
"28825","Reflex Sympathetic Dystrophy Syndrome Association of America"
"28827","American Association of Professional Ringside Physicians"
"28828","United South and Eastern Tribes"
"28829","Nevada Athletic Commission"
"28831","Council of Administrators of Special Education "
"28832","National Association of State Boards of Education"
"28833","National Association of State Directors of Special Education "
"28834","World Boxing Association"
"28835","International Boxing Federation"
"28837","National Association of State Foresters"
"28838","American Forest Foundation"
"28839","Alliance of Forest Workers and Harvesters"
"28840","National Center for Policy Analysis "
"28841","Association of Consulting Foresters"
"28842","California Ski Industry Association"
"28843","Colorado Timber Industry Association"
"28845","Firefighters United for Safety, Ethics, and Ecology"
"28846","Federated Women in Timber"
"28847","Hispanic Technology and Telecommunications Partnership"
"28848","Manataka American Indian Council"
"28850","Environmental Justice Foundation (EJF)"
"28851","Coalition for Public Access"
"28854","Plaza Construction Corporation"
"28855","Bovis Lend Lease"
"28857","International Advocates for Health Freedom"
"28860","AMEC Construction Management"
"28861","New York State Laborers’ Health and Safety Trust Fund"
"28862","Association of Women’s Health, Obstetric and Neonatal Nurses"
"28864","National Women’s Law Center"
"28865","OWL- The Voice of Midlife and Older Women"
"28866","American College of Occupational & Environmental Medicine"
"28867","Suicide Prevention Action Network"
"28868","National Association of Election Officials"
"28870","Ms. Magazine"
"28871","Verified Voting Foundation"
"28872","Pew Center on the States"
"28873","Association of Information Technology Professionals"
"28874","National Ballot Integrity Project"
"28875","Association of Computing Machinery"
"28876","National Federation of Federal Employees"
"28877","Sustainable Northwest"
"28878","American Forests"
"28879","Finance America of Louisiana"
"28880","Jewish Alliance for Law and Social Action"
"28881","The Advocate"
"28882","Working Assets"
"28883","American College of Nurse Practitioners"
"28936","capital vision equities"
"49920","sbc communications"
"52834","california conference board amalgamated transit union"
"59300","610 broadway associates lp"
"91213","able industrial products incorporated"
"112830","michigan environmental council"
"202300","compass lexecon"
"265098","regional plan association"
"267347","project for public spaces"
"271398","electronic transactions association"
"310903","reconnecting america"
"322673","united states fish and wildlife service"
"461667","Physician Insurers Association of America"
"520982","american veterinary medical association"
"537597","Brady Campaign to Prevent Gun Violence"
"547171","Citizens Against Government Waste"
"606593","jewish reconstructionist federation"
"666961","advocates for human rights"
"1131149","new belgium brewing company"
"1218347","akt development company"
"1331136","breathe california"
"2068432","international association of chiefs of police"
"2119319","organic trade association"
"2345218","national consumer league"
"2479702","a"
"3517183","farmworker justice"
"3585213","greenbelt alliance"
"4161164","Healthcorps"
"4370125","America Forward Coalition"
"4370126","United Way"
"4370129","Association of periOperative Registered Nurses"
"4370130","Specialty Staff Inc."
"4370131","American Society of PeriAnesthesia Nurses"
"4370132","IMA-Consulting"
"4370133","American Society for Healthcare Human Resources Administration"
"4370134","California First Amendment Coalition"
"4370135","Society for Critical Care Medicine"
"4370136","City Year"
"4370138","Children & Adults Against Drugging America"
"4842677","National Center on Elder Abuse: Administration on Aging"
"8941457","Rosetta Stone, Inc."
"8941458","Autodesk, Inc"
"8941459","Charles River Ventures"
"8941460","Oracle"
"8941462","Sybase, Inc"
"8941463","Palm Inc."
"8941467","Greenough Communications"
"8941470","Molecular"
"8941471","The MathWorks, Inc."
"8941472","Seagate Technology Escrow"
"8941473","SAP"
"8941475","Adobe Systems, Inc."
"8941478","CA, Inc"
"8941479","Symantec Corporation"
"8941480","Courion Corporation"
"8941482","Abbott"
"8941483","Air Liquide"
"8941486","American Intellecutal Property Law Association"
"8941487","AstraZeneca"
"8941488","Baxter Healthcare Corporation"
"8941489","Beckman Coulter"
"8941491","Bridgestone America's Holding, Inc."
"8941492","American Forest Foundation"
"8941493","American Lands Alliance"
"8941494","Caterpillar"
"8941495","Cephalon"
"8941496","CheckFree Corporation"
"8941498","Black Hills Forest Resource Association"
"8941500","Dow Chemical Company"
"8941502","Colorado Timber Industry Association"
"8941503","Eastman Chemical Company"
"8941504","Electronics for Imaging"
"8941505","Environmental Defense Fund"
"8941506","Eli Lilly and Company"
"8941507","Greater Yellowstone Coalition"
"8941509","GlaxoSmithKline"
"8941510","Intermountain Forest Association"
"8941511","Henkel Corporation"
"8941515","Malheur Lumber Company"
"8941518","National Cattlemen's Beef Association"
"8941519","Millennium Pharmaceuticals, Inc."
"8941520","Milliken & Company"
"8941521","Monsanto"
"8941522","National Woodland Owners Association"
"8941523","Motorola"
"8941525","Novartis"
"8941528","Vail Resorts"
"8941531","Proctor & Gamble"
"8941532","SanDisk Corporation"
"8941533","Sangamo BioSciences, Inc."
"8941534","Texas Insturments, Inc."
"8941535","United Technologies Corporation"
"8941536","Weyerhaeuser"
"8941538","AmberWave Systems"
"8941539","Aware, Inc."
"8941540","Canopy Venture Partners, LLC"
"8941541","Cantor Fitzgerald, LP"
"8941542","Cryptography Research"
"8941544","World Wildlife Federation"
"8941546","TransAfrica Forum"
"8941547","U.S. Dairy Export Council"
"8941549","Center for Democracy in the Americas"
"8941550","USA Engage"
"8941551","Cummins-Allison Corporation"
"8941552","Emergency Network of Cuban American Scholars and Artists for Change in U.S.-Cuba Policy"
"8941553","Digimarc Corporation"
"8941554","Dolby Laboratories"
"8941555","Fallbrook Technologies, Inc."
"8941557","Immersion Corporation"
"8941558","Inframat Corporation"
"8941559","InterDigital Communications Corporation"
"8941560","Intermolecular, Inc."
"8941562","Metabolix"
"8941563","QUALCOMM, Inc."
"8941565","Tessera"
"8941566","US Nanocorp"
"8941567","Microsoft Corporation"
"8941568","Cuba Tours and Travel"
"8941569","Chicago Religious Leadership Network"
"8941572","Kalido"
"8941574","The Humane Society"
"8941575","BASF"
"8941576","Gates Corporation"
"8941577","US Business and Industry Council"
"8941578","Tradition, Family, Property, Inc."
"8941579","The Capitol Hill Prayer Alert"
"8941580","Council for National Policy Action, Inc."
"8941581","VA Coalition for Common Sense on Climate Change and Energy"
"8941582","Conservative Leadership PAC"
"8941584","Council for America"
"8941585","Americans for Sovereignty"
"8941587","Council For Employment Law and Equality"
"8941589","Republican Study Committee"
"8941592","Cypen and Cypen"
"8941593","NERA Economic Consulting"
"8941594","Abbiotec, LLC"
"8941595","Pharmaceutical Research and Manufacturers Association of America"
"8941597","Progress and Freedom Foundation"
"8941598","General Patent Corporation"
"8941599","American Innovators for Patent Reform"
"8941600","National Law Journal"
"8941601","Association of University Technology Managers"
"8941602","Council on Government Relations"
"8941603","Walmart Green Jobs Council"
"8941605","Institute for Scrap Recycling Industries"
"8941606","Scientists and Engineers for America"
"8941607","Electronic Fronteir Foundation"
"8941608","Center for Plain Language"
"8941610","Navajo Nation Council"
"8941613","Big Cat Rescue"
"8941614","Humane Society"
"8941615","African Wildlife Foundation"
"8941616","International Fund for Animal Welfare"
"8941618","Advancing Science Serving Society"
"8941619","American Business Conference"
"8941620","The Coalition for Government Procurement"
"8941621","Coalition of Service Industries"
"8941622","United States Council for International Business"
"8941623","Alliance for Academic Internal Medicine"
"8941624","American College of Osteopathic Emergency Physicians"
"8941625","OMB Watch"
"8941627","National Center for Electronics Recycling"
"8941628","American College of Preventative Medicine"
"8941629","The American Prospect"
"8941630","HR Policy Association"
"8941631","American Academy of Orthopaedic Surgeons"
"8941632","Civil Rights Coalition"
"8941633","Equality Florida"
"8941634","Hear USA"
"8941636","National Medical Association"
"8941637","Association of American Physicians and Surgeons, Inc."
"8941638","Wood Machinery Manufacturers Of America"
"8941640","great lakes united"
"8941642","Pet Industry Joint Advisory Council"
"8941643","American Pet Products Manufacturers Assocation"
"8941648","hip hop caucus"
"8941649","Service Employees International Union, AFL-CIO"
"8941650","Mexican American Legal Defense & Educational Fund"
"8941651","Borealis Ventures"
"8941652","American Federation of Aviculture (Kansas City, Missouri)"
"8941653","natural areas association"
"8941654","Hoffmann-La Roche Inc."
"8941655","National Organization for the Reform of Marijuana Laws - California"
"8941656","Student Conservation Association"
"8941658","The Coalition of National Park Service Retirees"
"8941659","Latino Policy Forum"
"8941661","Wild Salmon Center"
"8941662","PatentCafe.com, Inc."
"8941663","California Sportfishing Protection Alliance"
"8941665","American Association for the Advancement of Science"
"8941666","American Society of Health System Pharmacists"
"8941667","Amerinet"
"8941668","Asian Law Caucus"
"8941669","Asian American Institutue"
"8941670","Council for Affordable Health insurance"
"8941673","European Federation of Pharmaceutical Industries and Associations"
"8941674","Healthcare Distribution Management Association"
"8941675","Healthcare Leadership  Council"
"8941676","Institute of Health Law Studies"
"8941677","Institute for Safe Medication Practices"
"8941678","Interamerican College of Physicians and Surgeons"
"8941680","National Association of Boards of Pharmacy"
"8941681","National Association of Drug Diversion Investigators"
"8941682","National Biopharmaceutical Security Council"
"8941683","National Coalition for Women with Heart Disease"
"8941684","National Latina Health Network"
"8941685","Pharmaceutical Industry Labor-Management Association"
"8941686","Pharmaceutical Security Institute"
"8941687","PhRMA"
"8941689","Title II Community Aids National Network"
"8941690","World Health Organization"
"8941691","Canadian Pharmacists Association"
"8941692","Parkinson Pipeline Project"
"8941696","National Center for Policy Research"
"8941697","Pacific Research Institute"
"8941698","International Crane Foundation"
"8941700","audubon nature institute"
"8941701","American Enterprise Institute for Public Policy Research"
"8941702","Organic Consumers Association"
"8941703","Coalition Against Domain Name Abuse"
"8941704","National Coalition of Pharmaceutical Distributors"
"8941706","American Motorcycle Association "
"8941707","Specialty Vehicle Institute of America"
"8941709","ABATE"
"8941710","National Telehealth Resource Center"
"8941711","Telephone Pioneer Family Campers"
"8941712","Communications Workers of America"
"8941713","Center for Global Development"
"8941715","National Legislative Assocition on Prescription Drug Prices"
"8941716","American Association of Health Freedom"
"8941717","National Association of Mortgage Brokers"
"8941718","American Society of Appraisers"
"8941719","National Veterans Legal Services Program"
"8941720","American Ex-Prisoners of War"
"8941721","National Organization of Veterans' Advocates, Inc."
"8941722","The College Board"
"8941723","Institute of Electrical and Electronics Engineers-USA"
"8941725","Water Innovations Alliance"
"8941726","Water Environment Research Foundation"
"8941728","Water Research Foundation"
"8941729","Alliance Environmental"
"8941730","Open Security Foundation"
"8941731","American Council for Technology"
"8941732","The Technology Association of America"
"8941733","Association of National Advertisers, Inc."
"8941734","Aegis Data Security"
"8941735","Bureau of National Affairs"
"8941736","Spina Bifida Association"
"8941738","Eastern Surfing Assocation"
"8941739","Izaak Walton League"
"8941740","American Freedom Agenda"
"8941742","National Cattlemen’s Beef Association"
"8941743","National Black Prosecutors Association"
"8941744","National Criminal Justice Association"
"8941746","ABATE of Delaware"
"8941747","Alliance for Appalachia"
"8941749","National Senior Citizens Law Center"
"8941750","Pew Charitable Trust"
"8941751","Community Catalyst"
"8941752","Committee of Interns and Residents"
"8941753","Commonwealth Care Alliance"
"8941754","DES Action"
"8941755","Medicare Rights Center"
"8941757","Pharmacist Planning Services"
"8941759","Barclays Global Investors"
"8941760","Council of Independent 401(k) Plan Recordkeepers"
"8941761","American Society of Pension Actuaries"
"8941762","National Association of Independent Retirement Plan Advisers"
"8941763","Fund Democracy, Inc."
"8941764","SPARK Institute"
"9016808","mylan incorporated"
"9023106","The Institute of Greatly Endangered and Rare Species"
"9023107","South Carolina Aquarium"
"9023108","Caribbean Conservation Corporation"
"9023109","Dian Fossey Gorilla Fund International"
"9023110","Fauna and Flora International"
"9023111","Feld Entertainment"
"9023112","Humane Society International"
"9023113","International Elephant Foundation"
"9023115","International Rhino Foundation"
"9023116","Jane Goodall Institute"
"9023117","The WILD Foundation"
"9023118","Wildlife Alliance"
"9027376","Friends of the Sea Otter"
"9027378","Ameri can Veterinary Medical Association"
"9027379","Center for Defense Information"
"9027380","Distributed Computing Industry Association"
"9027381","Consumer Data Industry Association"
"9027382","Progress & Freedom Foundation"
"9027384","National Youth Advocacy Coalition"
"9027386","Stop Child Predators"
"9027387","Wilderness Watch"
"9027389","Alliance for the Wild Rockies"
"9027420","Specialty Equipment Market Association"
"9027421","Automotive Engine Rebuilders Association"
"9027422","Automotive Parts Remanufacturers Association"
"9027423","Automotive Warehouse Distributors Association"
"9027424","Safe Climate Campaign"
"9027425","American Council for an Energy Efficient Economy"
"9027426","Association of International Automobile Manufacturers"
"9027427","Automotive Service Association"
"9027428","Auto International Association"
"9027429","Advance Auto Parts"
"9027431","Alliance of Automotive Service Providers"
"9027432","AutoZone"
"9027433","Blue Magic Inc."
"9027434","CARQUEST Auto Parts"
"9027435","Coalition for Auto Repair Equality"
"9027437","Midas"
"9027438","Meineke Incorporated"
"9027439","NAPA Auto Parts"
"9027440","O'Reilly Auto Parts"
"9027442","Penray"
"9027443","Petroleum Retailers & Auto Repair Association"
"9027444","Service Station Dealers of America"
"9027445","SRS Marketing Company, Inc."
"9027446","Strauss Discount Auto "
"9027447","Valvoline"
"9027448","American Automobile Association"
"9027449","Congressional Research Service"
"9027451","Audubon Society of Portland"
"9027452","Washington Water Trails Association"
"9027453","United States Green Building Council"
"9027454","ASHTA Chemicals"
"9027455","The National Audobon Society"
"9027457","Medical Device Safety Institute"
"9027458","New England Journal of Medicine"
"9027460","American Tort Reform Association"
"9027461","American Association for Justice"
"9027462","Center for Justice and Democracy"
"9027463","ATS Medical"
"9027464","B. Braun Medical"
"9027465","Bayer"
"9027466","Boston Scientific Corporation"
"9027467","Business Roundtable"
"9027468","C. R. Bard, Inc."
"9027469","Cardinal Health"
"9027470","Edwards Lifesciences"
"9027471","GE Healthcare"
"9027473","Hospira, Inc."
"9027474","Johnson and Johnson"
"9027475","Roche Diagnostics"
"9027476","Smith and Nephew"
"9027477","St. Jude Medical, Inc."
"9027478","STERIS Corporation"
"9027479","Welch Allyn Incorporated"
"9027480","International Warehouse Logistics Association"
"9027482","American Electric Power"
"9027484","Southern Company"
"9027485","National Prison and Sentencing Consultants"
"9027486","Prostate Cancer Foundation"
"9027487","Susan G. Komen for the Cure"
"9027488","Lung Cancer Alliance"
"9027490","Karmanos Cancer Institute"
"9027491","Friends of Cancer Research"
"9027493","Pancreatic Cancer Action Network"
"9027494","Prevent Cancer Foundation"
"9027495","Foundation for Defense of Democracies"
"9027496","mainstream media project"
"9027497","fellowship of reconciliation"
"9027498","American Conservative Defense Alliance"
"9027501","National Whistleblowers Center"
"9027503","Environment America"
"9027508","American Association of University Professors"
"9027509","Alliance for Nuclear Accountability"
"9027510","American Association of Service Coordinators"
"9027511","Corporation for Enterprise Development"
"9027514","Grassroots International"
"9027515","Maryknoll Office for Global Concerns"
"9027517","Puerto Rico Statehood Students Association"
"9027519","World Hunger Year"
"9027520","catholic relief services"
"9027522","Union Pacific Corporation"
"9027523","Veterans Association of Sailors of the Vietnam War"
"9027524","Rainforest Action Network"
"9027525","international rivers"
"9027529","Citizens South Bank"
"9027530","American Seniors Housing Association"
"9027531","KyotoUSA"
"9027534","Novartis Vaccines and Diagnostics, Inc."
"9027535","Novavax, Inc."
"9027536","United American Nurse"
"9027537","ACE Group"
"9027538","Association of Corporate Counsel"
"9027539","Lawyers for Civil Justice"
"9027540","U.S. Chamber of Commerce Institute for Legal Reform"
"9027541","Civil Justice Association of California "
"9027542","Boehringer Ingelheim USA Corporation"
"9027544","LyondellBasell Industries, Inc."
"9027545","Mazda North American Operations"
"9027546","Nationwide Mutual Insurance Company"
"9027547","The Travelers Companies, Inc"
"9027548","LyondellBasell Industries, Inc."
"9027551","american clinical laboratory association"
"9027553","American Concrete Pressure Pipe Association"
"9027554","American Shipbuilding Association"
"9027555","American Supply Association"
"9027556","Construction Contractors Association"
"9027557","National Beer Wholesalers Association"
"9027558","National Electrical Contractors Association"
"9027559","National Society of Professional Surveyors"
"9027560","The Engineering and Utility Contractors Association"
"9027561","Mechanical Contractors Association of America"
"9027562","Office Furniture Dealers Alliance"
"9027564","Global Security Institute"
"9027565","Public Health Institute"
"9027567","Center for Immigration Studies "
"9027568","Heartland Alliance"
"9027569","Equality California"
"9027570","American Fisheries Society"
"9027571","Land Trust Alliance"
"9027572","Pheasants Forever"
"9027573","Piedmont Environmental Council "
"9027575","United States Forest Capital"
"9027576","Business and Professional Women’s Foundation "
"9027577","Printing Industries of America"
"9027578","Laborers' International Union"
"9027579","Ms. Foundation for Women"
"9027580","Presbyterian Church"
"9027583","Los Angeles Police Department"
"9027584","Major Cities Chiefs Association"
"9027585","Charles Hamilton Houston Institute for Race & Justice"
"9027586","National Association of Pretrial Services Agencies"
"9027587","Law Enforcement Against Prohibition"
"9027588","Federal Communications Commission"
"9027589","National Sheriffs’ Association"
"9027591","Washington Lawyers' Committee for Civil Rights and Urban Affairs"
"9027593","National Federation of Community Broadcasters"
"9027594","Salmon Stronghold Partnership "
"9027595","California Trout"
"9027597","National Federation of Fly Fishers"
"9027599","Cascade Land Conservancy"
"9027602","NOVJL The National Organization of Victims of \"Juvenile Lifers\""
"9027605","Lennar Corporation"
"9027609","National Association of Veterans’ Research and Education Foundations"
"9027610","Veterans of Foreign Wars"
"9027612","alliance for climate protection"
"9027613","climate solutions"
"9027614","Applied Materials"
"9027615","Aspen Snowmass"
"9027616","austin energy"
"9027617","Clif Bar and Company"
"9027619","Kleiner Perkins et al"
"9027620","Seventh Generation"
"9027621","starbucks corporation"
"9027622","Murray Energy Corporation"
"9027623","AES Corporation"
"9027624","alstom"
"9027625","BP America"
"9027628","Deere & Company"
"9027631","Siemens Corporation"
"9027632","College Republican National Committee"
"9027633","National American Indian Court Judges Association"
"9027635","Carlson Hotels Worldwide"
"9027636","Las Vegas Convention and Visitors Authority"
"9027639","Fort Hall Business Council"
"9027642","American Association of International Healthcare Recruitment "
"9027646","Boeing Company"
"9027648","Verizon Communications"
"9027651","Skadden Arps Slate Meagher and Flom LLP"
"9027660","Ernst and Young"
"9027663","Coldwell Banker"
"9027668","Kaiser Permanente"
"9027673","Holland and Knight "
"9027676","Sonnenschein Nath and Rosenthal LLP"
"9027685","Nixon Peabody LLP"
"9027688","Orrick Herrington and Sutcliffe LLP"
"9027689","Hewlett Packard"
"9027691","Foley and Lardner LLP"
"9027696","Warner Brothers"
"9027700","MGM Mirage"
"9027703","Yahoo Incorporated"
"9027704","Wachovia"
"9027713","Apple Incorporated"
"9027718","Paramount Pictures"
"9027722","Raytheon Company"
"9027733","McDonald's Corporation"
"9027740","Anheuser-Busch"
"9027747","Allstate Insurance"
"9027749","Charles Schwab"
"9027757","Ogilvy and Mather Worldwide"
"9027769","WellPoint Incorporated"
"9027783","ABC Incorporated"
"9027785","Re/Max International"
"9027798","Avaya Incorporated"
"9027802","Metro Goldwyn Mayer"
"9027818","Americans for Safe Access"
"9027819","General Motors"
"9027836","Allen Matkins LLP"
"9027837","United Postal Service"
"9027845","Sares-Regis Group"
"9030224","United Parcel Service"
"9030225","State Farm Insurance"
"9030227","Los Angeles Unified School District"
"9030232","CB Richard Ellis"
"9030243","Legal Aid Society"
"9030248","Jefferies and Company"
"9030249","International Union of Bricklayers and Allied Craftworkers"
"9030252","Main Street Alliance"
"9030255","National Right To Life"
"9030257","Continental Airlines"
"9030265","Occidental Petroleum"
"9030276","Southern Wine and Spirits"
"9030288","Associated General Contractors"
"9030289","Associated Wire Rope Fabricators "
"9030290","Brick Industry Association "
"9030291","Fidelity National Title Insurance Company"
"9030292","Bank of the West"
"9030293","Pacific Gas and Electric"
"9030295","Avon Products"
"9030304","Platinum Advisors"
"9030392","Turner Construction Company"
"9031525","Mary Kay Incorporated"
"9031526","BNSF Railway Company"
"9031546","Jeffer Mangels Butler and Marmaro LLP"
"9031610","Nissan USA"
"9031628","Cedars-Sinai Medical Center"
"9031760","National Franchisee Association"
"9031761","International Longshore & Warehouse Union"
"9031762","Citizens Alliance for National Health Insurance"
"9031763","Philippine Food Processors and Exporters Organization, Inc."
"9031764","Ranchers-Cattlemen Action Legal Fund, United Stockgrowers of America"
"9031821","National Sustainable Agriculture Coalition"
"9031822","National Organic Coalition"
"9031823","National Organization for Marriage"
"9237404","georgia organics"
"9305978","BP Global"
"9306026","J.P. Morgan "
"9306027","Deutsche Bank"
"9306028","Comerica Bank"
"9306029","National Organization for the Reform of Marijuana Laws"
"9306030","National Narcotic Officer’s Association Coalition (NNOAC)"
"9306034","Independent Community Bankers Association"
"9306035","National Association of Manufactures"
"9306036"," Chamber of Commerce"
"9306037","Oregonians Against Measure 11"
"9306039","A Better Way Foundation"
"9306040","Correctional Education Association"
"9306041","advocare incorporated"
"9306042","Natural Resources Defense Council"
"9306043","Criminal Justice Institute at Harvard Law School"
"9306046","General Commission on Religion and Race, the United Methodist Church"
"9306047","Center for Community Alternatives"
"9306048","Center for Law and Social Justice"
"9306049","Institute of the Black World 21st Century"
"9306050","Center for NuLeadership on Urban Solutions"
"9306051","International Community Corrections Association"
"9306052","National African American Drug Policy Coalition"
"9306053","Just Detention International"
"9306054","Justice Roundtable"
"9306055","Reality House"
"9306056","National Black Alcohol and Addiction Council"
"9306057","National Institute for Law and Equity"
"9306058","Safer Foundation"
"9306061","Smart Growth America"
"9306062","Transportation for America"
"9306063","HNTB Corporation"
"9306065","Active Transporation Alliance"
"9306066","America 2050"
"9306067","Anchorage Citizens Coalition"
"9306068","Atlanta Bicycle Coalition"
"9306069","Bike, Walk Ohio"
"9306070","BikeSage"
"9306071","Congress for New Urbanism"
"9306072","Conservation Alabama Foundation"
"9306073","Conservation Law Foudation"
"9306075","Hoosier Environmental Council"
"9306077","Idaho Smart Growth"
"9306078","Institute of Transportation Engineers"
"9306079","Livable Communites Coalition"
"9306081","Missouri Bicycle Federation"
"9306082","National Association of City Transportation Officials"
"9306083","National Center for Bicycling and Walking"
"9306084","National Complete Streets Coalition"
"9306085","New England Rail Coalition"
"9306086","North Carolina Alliance for Transportation Reform"
"9306088","Pioneer Valley Advocates for Commuter Rail"
"9306089","safe routes to school national partnership"
"9306090","the transit coalition"
"9306091","town center area cid"
"9306092","train riders association of california"
"9306093","transportation equity network"
"9306094","bicycle advocacy of central arkansas"
"9306096","Independent Petroleum Association of Mountain States"
"9306097","Renewable Energy Resources Americas"
"9306100","Great Lakes Indian Fish and Wildlife Commission"
"9306101","Pew Environmental Group"
"9306103","University of Colorado Natural Resources Law Center"
"9306104","Rocky Mountain Front Advisory Committee"
"9306105","service members legal defense network"
"9306107","Alexander Hamilton Post 448"
"9306108","blue alliance"
"9306110","Conservation Law Foundation"
"9306111","new england gay, lesbian, bisexual & transgender inc."
"9306112","palm center"
"9306113","Digital Society"
"9306115","Mayors Against Illegal Guns"
"9306116","BlueCross BlueShield Association"
"9306117","American Christian Lobbyists Association"
"9306118","christian coalition of south florida"
"9306121","flag and general officers for the military"
"9306122","Empire State Pride Agenda"
"9306123","Equality Federation"
"9306125","Freedom to Marry"
"9306126","Gay and Lesbian Advocates and Defenders"
"9306127","National Gay and Lesbian Task Force Action Fund"
"9306129","North American Metal Packaging Alliance"
"9306130","Wajert, Sean P."
"9306131","Statistical Assesment Service"
"9306133","Coca Cola"
"9306134","Animal Law Coalition"
"9306135","Americans for Financial Reform"
"9306136","Credit Union Association of New York"
"9306137","alabama retail association"
"9306139","National Business Coalition on E-Commerce and Privacy"
"9306141","national assembly of sportsmen's caucuses"
"9306142","bear trust international"
"9306143","catch a dream foundation"
"9306144","national trappers association"
"9306147","California Community Colleges Student Financial Aid Administrators Association"
"9306148","National Association of State Treasurers"
"9306151","StarKist Tuna"
"9306152","chicken of the sea"
"9306153","Tri Marine International"
"9306154","South Pacific Tuna Corporation"
"9306163","Color of Change"
"9306165","gulf coast civics work project"
"9306166","gulf restoration network"
"9306168","institute of women and ethnic studies"
"9306169","micah project"
"9306170","minnesota tenants union"
"9306172","mpower mississippi poultry workers for empowerment and respect"
"9306173","national economic and social rights initiative"
"9306174","sierra club delta chapter"
"9306175","national lawyers guild minnesota chapter"
"9306176","new orleans institute"
"9306177","robert f kennedy center for justice and human rights"
"9306178","STEPS coalition"
"9306179","workers emergency relief campaign"
"9306180","youth inspirational connection inc."
"9306181","youthanasia foundation"
"9306182","samuel dewitt proctor conference"
"9306184","shareowners.org"
"9306185","Social Investment Forum"
"9306186","openmarket.org"
"9306187","Global Financial Integrity"
"9306188","National Direct Student Loan Coaltion"
"9306190","Utility Solid Waste Activities Group"
"9306193","Pet Industry Joint Advisory Council (PIJAC)"
"9306194","united states association of reptile keepers"
"9306195","Responsible Exotic Animal Ownership"
"9306198","south florida water management district"
"9306200","natural environmental coalition on invasive species"
"9306201","the nature conservancy"
"9306202","nephron pharmaceuticals corporation"
"9306206","midwest organic and sustainable education service"
"9306207","national center for appropriate technology"
"9306208","roots of change"
"9306209","wild farm alliance"
"9307245","independent bankers association of texas"
"9307246","National Center for Lesbian Rights"
"9307247","National Women's History Museum"
"9307248","Pride at Work"
"9307250","WashTech"
"9307256","Traditional Values Coalition"
"9307257","california legislature"
"9307258","Asian Americans for Civil Rights and Equality"
"9307259","Democrats Abroad"
"9307260","University of Washington Student Senate"
"9307261","National Primate Research Centers"
"9307263","Get Health Reform Right"
"9307266","American Christian Lobbyists Association - ACLA"
"9307267","Christian Medical Association"
"9307270","International Labor Rights Forum"
"9307271","The Jewish Federation of North America"
"9307274","CAUSA"
"9307276","Mexican American Legal Defense Fund (MALDEF)"
"9307277","pickens plan"
"9307278","Automotive Aftermarket Industry Association (AAIA)"
"9307279","american natural gas and technologies inc"
"9307281","The Texas and Southwestern Cattle Raisers Association (TSCRA)"
"9307282","American Clean Skies Foundation"
"9307284","The Association for Advanced Life Underwriting"
"9307285","American-Agri Women"
"9307286","united african organization"
"9307287","American Composites Manufacturers Association "
"9307288","AstraZeneca"
"9307313","Lantheus Medical Imaging, Inc"
"9307315","Mexican American Legal Defense Fund"
"9307316","American Society for Radiation Oncology"
"9307318","Nuclear Energy Institute"
"9307319","Coalition of Irish Immigration Centers"
"9307320","Fair Immigration Reform Movement"
"9307321","Heartland Alliance's National Immigration Justice Center"
"9307322","Jesuit Refugee Service / USA"
"9307323","Society of Nuclear Medicine"
"9307324","Mennonite Central Committee U.S. Washington Office"
"9307325","OCA: Embracing the hopes and aspirations of Asian Pacific Americans"
"9307326","Sisters of Mercy of the Americas Institute Justice Team"
"9307328","The Friends Committee on National Legislation"
"9307329","United Methodist Church, General Board of Church and Society"
"9307331","World Organization for Human Rights"
"9307332","Capital Area Immigrants' Rights coalition"
"9307333","Lutheran Advocacy Ministry of Arizona"
"9307334","Florida Immigration Advocacy Center"
"9307335","Border Ambassadors"
"9307336","East Williamston County Democratic Club"
"9307337","Las Americas Immigrant Advocacy Center"
"9307338","Texans United for Families"
"9307339","Welcoming Immigrants Network"
"9307342","American Citizens Abroad"
"9307346","American Medical Associaton"
"9307348","The Heritage Foundation"
"9307349","Financial Planning Coalition"
"9307350","financial services institute"
"9307351","The Pro Second Amendment Committee "
"9307352","Mayors Against Illegal Guns"
"9307354","American Association of School Administrators"
"9307355","Religious Action Center of Reform Judaism"
"9307357","Major Cities Chiefs Association"
"9307358","Natural Solutions Foundation"
"9307425","Organization of Chinese Americans"
"9307426","Capital Area Immigrants' Rights coalition"
"9307428","Sisters of Mercy of the Americas Institute Justice Team"
"9307429","International Metals & Energy Technology Ltd "
"9307432","national cooperative business association"
"9307433","The International Anti-counterfeiting Coalition"
"9307434","European Fund and Management Association"
"9307435","Swiss Bankers Association"
"9307436","State Street Bank and Trust"
"9307437","United Auto Workers (UAW)"
"9307438","Australian Banking Association"
